tenure_years,product_count,has_direct_deposit,login_freq_90d,avg_balance_trend,nsf_count_6m,complaints_6m,cd_maturing_90d,debit_swipe_delta,churn
11.88,4,1,27,-373.26,2,1,0,-3.39,0
11.17,1,1,18,-1126.88,1,0,0,-4.47,0
2.31,3,0,20,-468.25,1,0,0,-23.0,0
10.59,1,1,21,-473.01,0,0,0,6.52,1
0.23,3,1,17,79.28,0,0,0,-17.71,0
5.44,2,1,17,-305.23,0,0,0,23.19,0
1.57,3,1,18,1079.01,1,3,0,2.22,0
0.77,1,0,15,-528.81,0,0,0,14.69,1
0.48,3,0,16,700.32,0,0,1,14.38,0
7.15,1,0,11,109.88,0,0,0,31.17,0
2.49,3,0,15,403.39,0,0,0,2.73,0
7.74,4,1,19,373.01,1,0,0,-5.85,0
0.41,1,0,14,-1109.12,1,0,0,-5.56,0
2.27,4,0,18,-5.78,0,0,0,22.44,1
4.65,3,0,20,-131.11,0,1,0,-19.8,0
9.38,1,0,18,-566.49,0,0,0,-13.17,0
2.3,2,0,18,229.81,0,0,1,3.55,0
5.9,1,0,21,858.27,1,0,1,-2.29,1
13.03,3,1,19,-1336.5,0,0,0,14.51,0
5.74,3,0,20,-267.23,0,0,0,-20.08,0
1.59,1,1,20,-622.88,1,0,0,-1.0,0
0.15,2,1,18,35.89,4,0,0,-2.81,0
12.25,4,1,21,-162.81,5,0,0,-16.08,0
0.13,5,1,21,-302.84,3,0,0,13.18,0
12.46,2,1,15,344.75,1,0,0,-1.38,1
4.52,5,1,25,818.09,1,0,0,-2.01,0
16.79,2,0,10,1330.66,1,0,0,-12.37,0
9.62,2,0,22,-369.81,2,0,0,-5.55,0
37.09,4,0,16,-910.44,3,1,1,-15.32,0
2.59,2,1,21,279.6,0,0,1,12.96,0
8.75,2,0,24,805.24,0,0,0,15.49,1
3.08,2,0,13,406.84,0,0,0,25.2,0
3.92,4,1,23,803.17,1,0,0,6.51,0
5.93,4,0,15,-112.74,1,0,0,-5.09,0
12.41,2,0,16,-304.79,2,0,0,-7.03,0
24.84,2,1,14,57.72,0,0,0,7.36,0
8.77,2,0,24,-165.28,0,2,0,3.01,1
3.25,3,0,14,331.55,5,0,0,-2.61,0
3.28,1,1,13,484.88,0,0,0,-3.93,1
8.03,3,1,18,524.04,0,0,0,17.57,0
1.64,2,1,18,255.3,1,0,0,-6.48,0
0.7,2,1,13,122.91,0,0,0,20.2,0
2.63,1,1,20,397.21,0,0,0,2.73,0
2.03,1,1,20,-981.5,0,0,0,-5.52,0
2.11,5,1,16,105.29,0,0,1,-11.78,0
1.6,2,0,17,26.24,0,0,1,-2.32,0
0.26,1,1,20,106.54,0,2,0,7.55,0
0.11,2,1,16,-43.81,0,3,0,-5.66,0
26.4,2,1,12,215.93,0,0,0,12.76,0
3.35,1,1,21,-287.3,1,0,1,-6.4,0
2.91,2,1,19,564.76,0,0,1,-1.87,1
6.83,2,1,12,236.82,0,0,0,-19.3,0
1.48,3,1,21,75.34,0,1,1,8.39,0
17.97,2,0,12,-348.76,0,0,0,-4.01,0
9.26,2,0,20,407.66,0,0,0,23.68,0
0.56,5,1,16,103.33,0,0,0,10.57,0
3.24,2,1,13,-377.74,4,0,0,1.27,0
12.68,2,0,17,-28.33,2,0,1,18.38,0
17.37,1,0,15,314.54,0,0,0,6.08,0
3.78,2,1,23,275.79,0,0,1,15.12,0
5.7,3,0,16,243.5,0,0,1,-12.94,0
1.1,1,0,11,46.27,0,0,1,6.92,0
28.38,3,1,17,512.91,1,0,0,7.54,0
1.58,1,0,14,618.9,0,0,0,-23.17,0
17.16,2,0,12,368.66,2,0,0,22.6,0
6.29,3,0,14,-293.73,3,0,0,-17.4,1
5.61,2,1,24,-529.03,0,0,0,-19.48,1
4.31,3,1,17,-271.97,0,0,0,-42.73,0
1.57,1,1,25,976.83,0,1,0,7.11,0
1.17,3,1,17,140.85,0,0,0,-24.65,0
1.49,1,0,16,1063.22,3,0,1,-7.75,0
1.24,4,0,15,-60.1,0,1,0,12.57,0
9.07,1,0,28,-129.41,0,0,0,2.88,0
2.59,4,0,14,-37.03,1,0,0,-9.36,0
0.36,2,1,15,-46.09,0,0,0,-23.86,1
20.86,3,0,24,-386.83,0,0,0,-1.61,0
12.91,2,0,10,-574.42,0,0,0,12.83,1
15.77,4,1,19,250.67,1,0,1,10.51,0
31.68,1,0,18,527.45,0,0,1,26.8,0
1.15,1,1,23,1222.49,1,3,0,-9.8,1
3.03,2,0,22,-216.86,0,0,0,-19.76,0
8.52,1,1,20,-176.33,0,0,0,4.65,1
7.14,1,1,12,-385.61,0,0,0,3.17,0
1.0,5,0,14,562.86,4,0,0,-0.07,0
10.15,5,0,16,407.49,0,0,0,-11.2,0
1.53,2,1,14,-438.47,0,0,0,-39.8,1
1.52,5,1,17,-451.1,3,0,0,-15.1,0
4.62,2,1,9,476.26,5,0,1,8.36,1
5.39,2,0,22,191.6,1,0,1,4.26,0
5.21,3,0,23,379.19,0,0,1,14.48,0
0.58,3,0,30,-441.38,0,0,0,5.18,0
12.6,5,1,18,-938.86,0,0,0,11.04,0
1.85,2,0,16,-437.48,1,0,0,11.47,0
0.83,3,1,19,343.88,0,0,0,0.31,0
13.18,1,0,19,1055.53,0,0,0,0.41,0
18.69,1,1,17,-214.73,0,1,0,-43.63,0
11.89,1,1,27,1137.93,0,0,0,-9.85,0
9.95,5,0,15,414.91,1,0,0,-9.2,0
6.39,4,1,22,-696.52,1,0,1,-1.63,0
4.8,3,0,11,107.02,1,0,0,-13.96,0
0.55,2,0,18,431.99,0,0,0,14.06,0
3.15,2,1,28,-1212.74,2,0,0,-13.22,0
2.8,1,1,21,322.23,0,0,1,16.54,0
1.8,2,0,14,586.36,0,1,0,-14.42,0
7.71,2,0,18,199.43,0,0,0,-9.06,0
4.11,3,1,15,-30.86,0,0,1,-10.2,0
0.51,2,1,18,-86.46,0,0,0,-7.44,0
1.49,1,0,14,-115.66,0,0,1,17.68,1
6.9,1,0,16,-587.99,3,0,0,-4.91,1
0.48,1,1,16,-343.76,2,0,0,-4.52,0
11.43,2,1,27,-208.3,0,2,0,-11.13,0
4.1,5,0,13,56.75,0,0,0,-3.9,0
3.93,3,0,12,-278.41,0,0,0,3.25,0
5.38,4,0,18,-434.56,0,0,0,-3.23,1
10.45,2,0,9,379.89,0,0,0,-2.25,0
2.56,2,0,25,185.31,0,0,0,15.24,0
6.8,1,1,18,-269.61,1,0,0,4.1,0
5.0,4,0,17,253.14,0,0,1,-17.26,0
1.86,3,1,19,-226.58,0,0,0,-1.28,0
12.65,1,0,13,31.53,1,0,0,-8.08,0
9.58,2,1,19,487.52,1,0,0,7.82,0
6.45,2,1,12,-301.87,0,0,0,1.54,0
11.41,3,0,16,-586.21,0,0,1,16.95,1
12.12,5,0,15,-72.57,2,1,1,-11.1,0
7.39,3,1,19,-681.73,1,0,1,-2.89,0
10.88,2,0,16,-138.72,0,0,0,-15.96,0
7.17,1,1,13,-140.32,0,0,0,-0.63,0
6.84,1,1,17,-1231.84,0,2,0,-23.05,0
5.78,1,0,21,265.32,0,1,0,4.82,1
8.38,1,1,19,-91.34,0,0,1,-0.83,0
1.04,3,0,20,590.95,0,1,1,2.33,1
12.77,3,1,20,107.77,1,0,0,11.82,0
12.33,1,0,19,367.8,0,1,0,3.37,0
0.18,4,0,17,595.02,0,0,0,-19.15,1
10.49,1,1,17,-65.86,0,1,0,-8.34,0
0.83,2,1,17,-0.41,0,1,0,-1.2,0
2.45,1,0,21,-786.77,0,0,0,-4.92,1
8.16,2,0,10,619.77,0,2,1,-3.09,1
1.05,2,1,24,-72.85,1,0,0,24.32,0
10.22,2,1,16,-502.87,0,0,0,1.51,0
10.71,2,1,14,369.86,1,0,0,5.73,0
4.25,5,1,17,-1089.89,1,0,0,-30.13,0
0.1,1,1,18,-214.64,0,1,0,11.19,1
2.03,1,1,23,454.16,1,0,0,42.78,0
5.76,1,0,17,-218.86,4,0,0,20.18,1
23.84,3,0,10,-358.96,0,0,1,-6.6,0
5.99,1,0,18,-208.08,2,0,0,34.22,0
1.81,4,0,18,-1004.96,0,0,1,0.41,0
6.03,2,0,17,357.74,0,0,0,4.6,0
4.66,2,0,17,-61.44,0,0,0,-4.01,1
9.08,3,0,21,-136.16,1,0,0,-4.4,0
0.68,1,0,21,-134.33,0,0,1,-33.72,0
8.59,1,0,17,7.04,1,0,0,11.81,1
4.68,2,1,21,326.72,1,0,0,-4.45,0
19.78,3,0,15,-26.03,0,0,0,-2.82,0
2.51,1,0,21,-680.82,0,0,0,4.1,1
6.01,1,0,21,287.76,0,1,1,-6.22,1
16.13,5,0,20,249.28,0,0,1,3.96,0
0.65,1,0,20,102.76,2,0,0,18.05,0
16.61,4,0,18,537.62,0,0,1,6.07,0
6.99,3,1,24,15.19,0,0,0,-2.3,0
0.42,2,0,16,555.69,0,0,1,-1.85,0
2.15,1,1,19,703.61,2,0,0,3.01,0
7.39,1,0,14,291.16,0,0,0,-12.48,1
0.42,3,0,18,-373.97,5,0,0,3.12,1
5.24,3,1,16,-65.39,1,0,0,10.27,0
2.55,3,1,18,619.43,2,1,0,1.31,0
5.82,5,0,20,-748.81,0,2,0,-6.36,0
0.28,3,1,17,-195.98,0,0,0,-4.31,0
12.31,1,1,23,-171.48,0,0,0,9.78,0
21.78,1,0,18,-432.61,0,0,0,-16.5,0
20.82,4,1,21,436.44,1,0,1,-12.25,0
8.31,1,1,17,188.41,0,0,1,-24.1,0
0.84,1,0,21,-355.53,0,0,1,0.51,1
8.52,3,1,19,302.76,0,1,0,12.93,0
0.15,2,1,17,-79.21,0,2,0,19.97,1
0.13,5,0,23,-445.1,0,0,1,23.23,0
2.35,3,0,23,-356.46,0,2,0,-10.36,1
4.02,1,0,13,218.03,1,0,0,3.75,0
8.83,5,0,12,469.5,0,0,0,-6.03,0
6.9,2,0,24,-243.38,0,0,0,24.71,0
3.54,2,1,17,272.22,0,0,1,19.55,0
1.92,2,1,19,790.88,0,2,0,2.52,0
35.11,1,1,14,-629.44,1,0,0,-9.29,0
3.33,2,1,19,177.83,1,0,0,-51.72,0
3.6,1,0,16,415.33,0,0,0,-21.5,0
1.07,2,0,23,-47.57,0,2,0,-27.78,0
9.5,2,1,16,619.14,0,2,0,-21.69,0
7.1,3,0,16,1099.42,2,0,0,28.18,0
1.5,4,1,12,171.68,1,0,0,-19.43,0
0.52,1,1,19,-116.79,0,1,0,-15.91,0
6.85,2,0,15,488.49,2,0,1,-13.81,0
6.38,2,1,10,421.03,0,2,1,38.98,0
1.92,1,1,12,-1259.42,1,1,0,-0.94,1
18.08,3,1,16,-1.37,4,0,0,14.91,0
0.98,3,1,12,-197.3,0,0,0,2.63,0
3.4,1,0,17,198.35,0,0,0,-29.77,0
17.25,2,0,18,-96.83,1,0,0,22.99,0
3.27,1,1,15,-42.59,0,0,0,6.02,1
6.11,3,1,17,-431.61,2,2,0,-1.83,0
3.04,1,0,22,367.26,0,2,0,26.4,0
1.92,5,0,16,827.52,1,0,1,-5.2,0
24.8,3,1,18,-423.84,0,0,0,-2.17,0
3.16,2,1,18,-698.53,0,0,0,-5.18,0
13.47,3,0,17,10.0,2,1,0,16.14,0
1.57,4,0,16,-14.33,1,0,0,12.21,0
1.44,3,1,16,585.47,0,2,0,4.18,1
0.19,1,0,21,-614.6,0,0,1,-15.78,1
6.33,2,1,9,-268.98,1,0,0,-5.55,0
2.76,4,1,21,-1073.85,2,0,0,-15.78,1
11.99,3,1,20,687.49,1,0,1,17.41,0
3.85,3,0,17,125.27,0,0,0,-23.62,0
20.69,4,1,16,-231.72,0,1,0,23.92,0
1.23,4,1,21,-661.14,2,0,0,19.31,0
12.18,4,1,16,-615.24,1,1,0,-13.78,0
8.99,1,0,20,207.13,0,0,0,-6.25,0
8.84,2,1,22,-553.71,0,0,0,-10.69,0
11.18,3,1,20,52.0,0,0,0,6.45,0
8.59,3,1,14,1021.47,1,0,0,21.19,0
5.9,3,0,13,-173.79,1,1,1,17.78,1
0.84,1,1,15,-480.72,2,0,0,-6.49,1
0.2,3,1,20,191.0,0,0,0,18.82,0
15.22,3,1,24,-612.9,0,0,0,17.58,0
5.75,1,0,7,859.99,2,3,0,-2.83,1
9.55,2,0,15,701.81,0,0,0,-0.14,0
3.94,1,0,10,-82.09,0,0,0,23.13,0
0.75,2,0,16,-448.65,0,0,1,15.88,0
0.8,1,0,14,-212.88,2,0,0,18.37,0
6.94,2,1,19,-147.83,0,0,0,38.78,0
3.38,2,0,20,191.78,0,1,1,8.21,1
1.34,3,1,24,519.82,0,0,0,4.88,0
4.06,3,1,8,-518.26,0,0,1,20.37,0
0.4,4,0,19,505.45,0,0,0,29.82,0
5.23,1,1,19,308.84,0,1,1,-9.17,0
1.88,1,1,15,-253.89,2,0,0,-3.03,0
9.58,4,1,9,-543.36,0,0,1,-15.28,0
2.23,1,0,20,58.12,0,0,0,5.14,0
3.64,5,1,19,-529.79,2,0,0,13.34,0
0.1,4,0,16,511.84,0,0,0,-14.23,0
0.45,2,0,13,-561.94,0,0,1,17.01,0
2.99,5,0,21,273.85,0,0,0,-6.8,0
3.92,1,1,22,-40.31,1,0,0,-8.02,0
5.5,2,0,14,-280.31,1,0,0,16.95,1
2.07,3,1,21,-51.42,0,2,0,-9.38,0
7.12,2,1,12,539.99,0,0,0,-21.05,0
11.8,5,1,15,-596.13,1,1,0,11.15,0
9.08,1,0,13,-206.08,0,0,0,-1.98,0
0.24,2,1,19,-375.87,1,0,1,17.97,0
3.93,3,1,15,-19.31,0,0,0,12.49,0
0.67,3,1,11,-342.34,0,0,0,-26.22,0
1.66,2,1,12,-884.04,0,0,0,19.73,0
25.9,2,0,13,-527.57,0,0,0,28.5,0
0.92,4,0,20,818.88,0,3,1,15.5,0
4.15,1,0,23,123.36,0,0,0,16.11,1
5.78,4,1,13,106.18,0,0,0,-3.72,0
7.27,3,1,22,-141.31,0,0,0,-7.15,0
4.92,3,0,17,-25.81,0,0,0,3.19,1
0.1,3,1,19,-214.91,0,0,0,13.8,0
2.37,1,0,20,263.46,1,0,0,13.42,0
4.38,3,1,11,50.4,2,0,0,-6.57,0
0.55,4,0,13,-585.63,0,1,1,-8.09,0
2.59,2,1,20,126.86,0,0,0,-22.35,0
0.2,5,1,20,-1229.37,0,0,0,9.7,0
0.49,2,0,13,206.93,0,0,1,-5.85,0
3.03,1,0,28,-704.68,1,0,1,-4.52,1
0.85,2,1,11,-48.03,0,0,0,25.92,0
5.03,5,0,23,-597.31,1,3,0,8.98,0
7.02,2,0,23,1.41,0,0,1,4.84,0
9.67,4,1,25,289.14,0,0,0,12.45,1
1.34,4,1,16,751.41,2,0,0,21.31,0
1.1,2,1,23,-770.68,0,2,0,-24.26,1
0.66,1,1,13,487.74,0,0,0,-8.48,0
6.07,3,0,20,65.58,0,0,0,-3.48,0
7.35,2,1,17,-225.33,5,0,1,-14.68,1
0.19,3,1,18,379.93,0,0,0,-3.98,0
16.51,2,1,18,-117.96,0,0,0,-23.27,0
0.32,2,1,16,358.77,1,0,0,13.83,0
4.68,3,1,18,-496.13,0,0,0,-7.76,0
7.41,2,1,26,-316.5,2,0,0,3.01,0
12.29,2,1,20,471.8,0,0,1,0.77,0
7.51,2,0,14,742.7,4,0,0,8.36,0
9.71,2,1,22,-17.52,1,1,0,-36.91,0
2.49,2,0,15,-1393.64,0,0,0,6.75,0
10.12,4,1,19,-99.52,0,0,0,-4.13,0
0.5,2,1,12,16.21,3,0,0,6.1,1
13.51,2,1,22,-116.39,1,0,0,-17.69,0
4.76,3,1,16,168.17,0,0,0,6.21,0
10.2,2,0,22,-238.45,1,0,0,19.48,0
3.61,2,0,16,419.44,0,0,1,2.85,0
6.19,5,0,19,-583.36,0,0,0,-10.76,0
4.48,3,0,22,618.42,0,0,0,-10.1,0
7.89,3,1,18,775.04,0,2,0,8.64,0
0.51,3,1,21,-456.53,0,3,0,8.54,1
0.37,1,0,28,-456.8,0,0,1,5.35,0
1.7,3,0,15,205.35,1,0,0,-0.56,1
1.04,2,0,10,-593.61,0,1,0,3.04,0
12.32,2,1,13,-246.3,0,1,0,-0.97,0
1.48,2,1,13,551.26,2,1,1,-5.71,0
22.34,1,0,16,368.8,0,0,0,11.36,0
2.46,1,1,16,990.1,0,0,0,4.65,0
1.21,5,1,27,85.39,1,0,0,19.36,0
9.36,2,1,16,-305.42,1,1,1,16.75,0
6.45,2,0,20,25.62,0,1,0,4.16,0
4.14,1,1,23,-75.29,0,0,0,8.93,1
4.86,1,0,20,-68.28,0,0,0,-14.36,0
7.62,3,1,9,-11.9,2,0,0,-1.16,1
1.56,2,0,29,-465.88,0,0,0,5.14,0
33.65,2,0,16,141.11,0,0,0,-23.74,0
22.08,1,1,18,-704.33,2,0,0,6.44,0
6.3,3,0,21,-358.41,0,0,1,-14.39,0
1.34,1,1,14,-59.44,0,0,0,-12.74,0
6.84,1,1,12,-1129.78,0,0,0,-7.94,0
0.45,2,0,16,384.5,0,0,0,-0.46,0
0.19,2,1,23,-1026.58,1,0,0,-19.92,0
1.79,1,1,22,334.79,0,0,0,12.85,0
3.73,3,1,9,-646.4,0,0,0,2.66,0
12.16,3,1,16,-202.46,0,0,0,28.87,0
7.79,4,0,14,259.57,0,0,0,4.5,0
8.15,2,1,19,1099.07,3,0,0,8.56,0
3.33,1,0,19,58.23,1,0,0,-12.81,1
2.55,2,0,14,-991.31,0,0,0,-17.73,0
2.78,5,1,19,476.85,0,0,0,9.29,0
26.36,3,1,16,-115.96,0,0,1,-16.4,0
0.25,3,0,21,34.95,0,0,1,9.63,0
12.11,1,1,16,278.93,5,0,1,25.6,0
5.19,2,1,17,-1112.69,1,0,1,14.19,0
3.46,1,1,17,3.27,0,0,1,8.56,0
7.75,3,0,21,-204.85,0,0,0,4.04,0
4.0,5,0,16,610.92,0,0,1,-5.76,0
12.4,5,1,14,363.56,0,0,0,-1.72,0
13.86,2,1,13,-813.5,0,0,1,-8.48,0
3.29,2,0,20,631.31,0,0,0,-19.73,0
1.94,5,0,24,224.76,0,0,0,0.53,0
5.38,3,0,14,-773.62,0,0,1,16.62,0
14.61,1,0,18,27.88,0,1,0,-19.33,0
1.42,2,1,19,517.41,2,0,0,20.98,0
5.85,1,0,16,-607.02,2,1,0,18.26,0
5.99,2,1,19,688.79,0,0,0,5.95,0
7.93,2,1,16,-756.31,0,0,0,6.08,0
0.85,3,0,18,-395.61,0,0,0,-2.79,0
7.55,2,1,17,-471.44,2,0,0,0.63,0
14.38,1,0,25,688.47,3,0,1,-6.95,1
1.19,2,1,19,-245.51,2,0,0,0.47,1
1.63,4,0,19,-581.41,1,0,0,2.1,0
21.33,3,0,18,222.61,0,1,1,28.22,1
1.2,2,1,13,330.59,0,0,0,8.48,0
11.56,5,0,22,333.77,0,0,0,-3.14,0
4.07,4,1,24,-135.67,0,1,1,-1.48,1
1.7,1,0,18,127.27,0,0,1,-10.7,0
12.28,1,1,18,-325.12,1,0,0,-8.23,0
3.54,3,0,12,837.4,1,0,0,13.66,0
4.34,4,1,20,572.1,0,0,0,-7.41,0
2.67,5,1,21,541.48,2,0,1,-9.26,0
5.39,4,1,20,397.06,0,0,1,-8.89,0
1.07,3,1,19,259.87,2,0,0,-10.94,0
2.98,2,0,11,-622.18,2,0,0,16.91,0
20.92,1,0,19,316.65,0,0,0,2.14,0
1.79,1,0,24,57.13,0,0,1,-4.23,0
6.42,2,1,23,631.68,0,0,0,0.44,0
2.36,3,1,21,403.71,1,0,0,3.26,0
8.91,3,1,14,275.19,0,0,0,-11.21,0
0.84,3,0,10,-842.11,3,0,0,-20.84,1
21.0,2,0,14,-44.5,0,0,0,20.08,0
3.63,3,1,18,-278.95,1,1,0,14.82,0
1.62,1,1,8,126.18,5,0,0,5.67,0
0.46,2,1,17,-207.77,1,0,1,13.79,0
1.12,3,0,21,-137.97,0,1,0,28.72,0
4.4,3,0,15,229.52,0,2,0,-8.03,0
2.47,5,0,18,-216.07,0,0,0,-16.8,0
10.59,2,1,16,60.8,0,1,0,9.92,0
3.38,2,0,17,-759.71,0,0,0,-22.0,0
1.72,2,0,23,-416.2,0,0,0,0.57,1
5.76,2,1,18,328.02,1,0,1,-4.48,1
7.36,4,1,12,-615.1,0,0,1,10.11,0
1.1,3,1,22,622.86,1,0,0,-7.23,0
1.1,4,1,12,487.2,0,0,0,18.0,0
0.22,1,0,13,-134.11,0,1,1,-11.2,1
8.0,4,1,21,1499.37,0,0,0,10.59,0
6.54,1,0,20,621.55,0,0,0,-10.0,0
3.86,4,0,13,-474.64,0,0,0,8.23,0
11.15,2,1,13,373.09,0,2,0,-15.22,0
9.83,2,0,20,32.93,5,0,0,-0.36,1
5.28,2,1,12,-388.36,0,0,1,19.83,0
12.16,5,1,16,-534.95,0,0,0,1.73,0
1.38,1,1,12,497.45,0,0,0,17.75,0
0.71,2,1,21,-298.97,2,1,0,-0.39,1
1.89,4,1,21,-50.94,1,0,0,-7.58,0
0.35,2,1,21,-460.51,1,0,1,2.58,1
4.55,1,1,13,-374.08,0,0,0,9.28,0
16.55,2,1,16,-63.46,0,2,0,-28.58,0
0.24,2,0,9,194.09,0,3,0,7.83,1
0.78,4,1,21,-1294.18,2,0,1,-14.1,0
3.61,3,0,16,8.46,0,0,0,-17.83,0
16.3,2,1,12,-373.06,0,0,1,8.08,0
2.28,5,0,16,701.18,0,0,0,20.08,0
4.25,2,1,23,1471.38,0,0,0,3.25,0
0.25,1,0,26,-179.64,0,0,0,-20.33,0
0.96,2,1,25,-861.11,0,0,0,-10.06,0
25.89,2,0,19,58.44,0,3,0,-6.27,0
20.13,1,1,22,-102.71,5,0,0,2.94,0
0.1,5,1,18,985.68,0,1,0,-1.08,0
18.2,3,0,16,833.29,0,0,0,7.43,0
6.12,2,1,19,432.69,0,0,0,15.0,0
12.15,3,1,17,-293.35,2,0,0,5.17,0
3.64,3,1,12,338.88,0,3,1,13.47,0
4.35,5,0,25,132.5,0,0,0,-4.05,0
4.03,4,0,21,120.66,0,0,0,49.44,0
6.6,2,1,15,-779.11,0,0,0,8.3,0
0.9,3,0,20,530.9,0,0,0,10.26,1
0.18,3,1,18,53.9,0,0,0,26.37,0
2.21,3,1,23,-50.42,1,0,0,1.32,0
7.32,1,0,14,-300.08,1,0,1,-9.68,0
1.35,1,0,13,-396.81,2,0,1,19.6,1
6.71,2,0,16,158.63,0,0,0,20.48,0
21.02,2,1,22,-874.58,0,1,0,2.3,0
0.59,1,1,17,394.75,3,0,0,26.39,0
6.7,3,1,12,-527.05,1,1,0,-1.25,0
3.52,1,1,17,-1029.34,0,0,0,13.98,0
12.16,3,1,14,910.95,0,0,1,22.73,0
1.17,2,0,20,-429.04,3,0,0,1.47,0
7.08,5,0,13,-361.08,0,0,0,6.85,0
10.93,2,1,19,567.27,2,2,0,15.39,0
17.36,1,1,12,927.22,0,2,1,-5.49,0
6.9,3,0,21,-766.5,0,0,0,-12.21,0
4.13,4,1,18,-478.08,0,0,0,19.99,0
5.77,5,0,19,-441.34,0,0,0,4.6,0
12.19,2,1,20,467.4,0,0,0,-7.58,0
5.07,2,1,17,819.57,2,0,0,1.41,0
0.19,4,0,23,-540.13,1,0,0,7.63,0
16.04,1,1,15,707.37,1,0,0,-23.54,0
7.02,3,1,16,-354.52,0,0,1,10.74,0
6.77,2,1,16,168.06,0,0,0,6.13,0
1.46,1,0,8,-635.73,0,0,0,24.83,0
6.45,2,0,16,-60.97,3,0,0,-3.28,0
3.0,2,1,30,-55.56,0,0,0,20.66,0
6.32,3,1,18,-157.58,0,0,0,-0.67,0
0.68,5,0,15,192.49,5,0,0,2.09,0
6.43,2,1,14,-503.52,0,0,0,4.21,0
40.0,4,0,19,-441.86,2,0,0,31.4,0
0.3,1,1,18,218.94,2,0,0,-18.59,1
22.68,2,1,17,671.02,0,0,0,7.43,0
3.13,1,0,25,-11.41,0,1,0,0.63,1
12.28,5,1,18,251.84,4,0,0,-0.43,0
9.15,3,0,13,379.04,0,1,0,8.75,0
5.02,3,1,9,415.25,0,0,1,16.59,0
8.05,4,1,15,-476.76,0,0,0,7.97,0
12.65,3,0,22,-388.51,0,0,0,18.53,0
3.11,5,1,14,-345.04,1,0,0,-3.76,0
2.38,3,0,19,964.32,3,0,0,-0.73,0
6.61,5,1,17,254.1,2,0,0,-15.01,0
9.9,2,0,20,231.66,3,0,0,29.74,0
8.62,1,0,19,183.12,0,0,0,-2.8,0
9.59,2,1,21,-660.4,1,0,0,-4.46,0
3.43,1,0,15,969.1,0,1,0,9.1,0
10.22,3,0,14,239.59,0,0,1,16.61,0
0.77,2,1,18,361.58,1,0,0,-10.38,0
4.72,3,0,24,-882.76,0,0,0,17.8,0
0.1,1,0,19,389.82,2,0,1,-4.55,0
2.35,1,1,12,-178.11,0,1,0,21.46,0
2.74,2,1,20,-661.39,1,0,0,-8.11,0
3.03,5,1,18,-476.88,0,3,0,11.03,0
7.13,2,1,17,-632.45,0,0,0,0.64,0
2.95,2,0,15,-640.89,0,0,0,-16.9,0
3.57,3,1,15,30.27,0,0,1,-21.24,0
1.63,3,0,18,-193.38,0,0,0,-11.14,0
2.8,2,1,15,167.03,3,3,0,14.89,1
1.55,2,1,14,837.99,1,0,0,-29.15,0
0.46,1,0,28,-64.75,0,0,0,5.01,0
5.55,5,1,17,-1122.44,0,0,1,3.7,0
6.62,1,1,20,-120.98,0,0,0,-25.23,0
5.8,2,1,24,596.7,0,2,1,-11.95,0
3.74,1,1,24,-42.97,0,1,1,-11.98,0
2.87,1,1,15,764.67,0,0,1,0.79,0
11.94,3,0,18,226.47,1,0,0,22.0,0
4.39,1,1,27,-919.13,0,1,0,16.12,1
3.91,1,0,24,54.79,0,0,0,-5.4,0
0.16,2,0,22,148.5,0,0,0,-12.44,0
2.5,1,1,32,540.18,0,0,0,-23.38,0
2.87,1,1,13,909.82,1,0,0,-5.68,1
3.05,4,0,16,453.86,0,0,1,-13.48,0
5.21,3,0,16,220.24,0,0,0,-0.54,0
4.58,4,1,15,338.09,0,0,0,0.03,0
5.62,4,1,9,-84.0,2,0,0,-7.13,0
8.69,3,1,21,-731.44,1,0,0,-6.82,0
10.06,1,1,14,20.75,0,0,0,-10.41,0
7.6,3,0,11,182.65,0,0,0,-7.69,0
18.68,4,0,21,-601.83,0,0,0,21.54,0
0.11,3,1,15,663.31,0,0,0,7.77,1
1.31,2,0,20,502.71,5,0,0,7.97,1
0.1,1,0,16,-685.88,0,0,0,15.18,1
6.26,4,1,26,682.92,2,0,0,13.85,0
13.7,3,1,15,-154.16,0,0,0,21.37,0
1.67,5,0,18,-389.25,0,0,0,8.83,0
15.71,1,0,15,539.64,4,0,0,3.08,0
0.37,1,0,20,-25.53,0,0,0,-8.86,0
16.35,1,1,12,949.59,0,0,1,-12.36,0
2.6,3,1,16,-426.44,2,3,0,13.23,0
0.64,1,1,25,-865.83,3,0,0,-1.67,0
3.99,1,0,22,-140.22,2,0,1,-20.4,1
1.78,5,0,18,394.61,2,0,0,-31.4,0
2.01,1,1,17,-463.57,1,0,0,32.21,0
2.2,4,0,20,-665.05,0,0,1,-14.79,1
9.75,2,0,16,114.46,1,0,0,-10.29,0
4.65,4,0,17,-731.84,4,0,1,18.42,0
2.24,3,0,20,153.35,0,0,0,-18.13,0
5.65,4,1,15,-170.31,0,0,0,7.97,0
7.56,5,0,21,247.23,0,1,0,27.33,0
1.91,1,1,17,-691.91,1,0,0,31.71,1
3.2,1,1,18,649.08,0,0,0,-6.71,1
0.78,2,0,14,-91.52,1,1,0,-0.18,0
1.2,3,0,20,381.76,0,0,0,-5.95,0
6.86,4,1,17,479.94,0,0,1,-0.27,0
1.2,2,0,19,-578.72,0,0,0,19.47,0
4.47,3,0,31,441.13,0,0,1,-20.99,0
